layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_4,length_4,layers_5,length_5
Ether,144,IP,130,UDP,110.0,DNS,102.0,920552409.7903472,144,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_thursday.tcpdump,46,,,,
Ether,143,IP,129,TCP,109.0,SMTPResponse,89.0,920552409.79362,143,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,194.27.251.21,24.0,25.0,1026.0,week1_thursday.tcpdump,47,,,,
Ether,76,IP,62,TCP,42.0,SMTPRequest,22.0,920552409.7960812,76,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.169,24.0,1026.0,25.0,week1_thursday.tcpdump,48,,,,
Ether,80,IP,66,TCP,46.0,SMTPResponse,26.0,920552409.796965,80,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,194.27.251.21,24.0,25.0,1026.0,week1_thursday.tcpdump,49,,,,
Ether,76,IP,62,TCP,42.0,SMTPRequest,22.0,920552409.797269,76,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.169,24.0,1026.0,25.0,week1_thursday.tcpdump,50,,,,
Ether,98,IP,84,TCP,64.0,SMTPResponse,44.0,920552409.798059,98,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,194.27.251.21,24.0,25.0,1026.0,week1_thursday.tcpdump,51,,,,
Ether,92,IP,78,TCP,58.0,SMTPRequest,38.0,920552409.798338,92,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.169,24.0,1026.0,25.0,week1_thursday.tcpdump,52,,,,
Ether,99,IP,85,TCP,65.0,SMTPResponse,45.0,920552409.799138,99,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,194.27.251.21,24.0,25.0,1026.0,week1_thursday.tcpdump,53,,,,
Ether,89,IP,75,TCP,55.0,SMTPRequest,35.0,920552409.799458,89,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.169,24.0,1026.0,25.0,week1_thursday.tcpdump,54,,,,
Ether,88,IP,74,TCP,54.0,SMTPResponse,34.0,920552409.80028,88,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,194.27.251.21,24.0,25.0,1026.0,week1_thursday.tcpdump,55,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,920552409.800558,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.169,24.0,1026.0,25.0,week1_thursday.tcpdump,56,,,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,920552409.802588,104,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,194.27.251.21,24.0,25.0,1026.0,week1_thursday.tcpdump,57,,,,
Ether,1078,IP,1064,TCP,1044.0,SMTPRequest,1024.0,920552409.803702,1078,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.169,24.0,1026.0,25.0,week1_thursday.tcpdump,58,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552409.817088,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,194.27.251.21,16.0,25.0,1026.0,week1_thursday.tcpdump,59,,,,
Ether,272,IP,258,TCP,238.0,SMTPRequest,218.0,920552409.817424,272,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.169,24.0,1026.0,25.0,week1_thursday.tcpdump,60,,,,
Ether,73,IP,59,TCP,39.0,SMTPResponse,19.0,920552409.831802,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,194.27.251.21,24.0,25.0,1026.0,week1_thursday.tcpdump,61,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,920552409.832017,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.169,24.0,1026.0,25.0,week1_thursday.tcpdump,62,,,,
Ether,78,IP,64,TCP,44.0,SMTPResponse,24.0,920552409.8328508,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,194.27.251.21,24.0,25.0,1026.0,week1_thursday.tcpdump,63,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552409.833568,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,194.27.251.21,17.0,25.0,1026.0,week1_thursday.tcpdump,64,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552409.833739,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.169,16.0,1026.0,25.0,week1_thursday.tcpdump,65,,,,
Ether,79,IP,65,UDP,45.0,DNS,37.0,920552409.836606,79,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_thursday.tcpdump,66,,,,
Ether,144,IP,130,UDP,110.0,DNS,102.0,920552409.897039,144,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_thursday.tcpdump,67,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552409.8998,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.169,17.0,1026.0,25.0,week1_thursday.tcpdump,68,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920552409.900118,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.207,2.0,1027.0,25.0,week1_thursday.tcpdump,69,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552409.900817,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,194.27.251.21,16.0,25.0,1026.0,week1_thursday.tcpdump,70,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920552409.9030608,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,194.27.251.21,18.0,25.0,1027.0,week1_thursday.tcpdump,71,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552409.903244,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.207,16.0,1027.0,25.0,week1_thursday.tcpdump,72,,,,
Ether,138,IP,124,TCP,104.0,SMTPResponse,84.0,920552410.8532,138,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,194.27.251.21,24.0,25.0,1027.0,week1_thursday.tcpdump,73,,,,
Ether,76,IP,62,TCP,42.0,SMTPRequest,22.0,920552410.8551712,76,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.207,24.0,1027.0,25.0,week1_thursday.tcpdump,74,,,,
Ether,80,IP,66,TCP,46.0,SMTPResponse,26.0,920552410.855998,80,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,194.27.251.21,24.0,25.0,1027.0,week1_thursday.tcpdump,75,,,,
Ether,76,IP,62,TCP,42.0,SMTPRequest,22.0,920552410.856288,76,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.207,24.0,1027.0,25.0,week1_thursday.tcpdump,76,,,,
Ether,98,IP,84,TCP,64.0,SMTPResponse,44.0,920552410.8570652,98,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,194.27.251.21,24.0,25.0,1027.0,week1_thursday.tcpdump,77,,,,
Ether,92,IP,78,TCP,58.0,SMTPRequest,38.0,920552410.857339,92,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.207,24.0,1027.0,25.0,week1_thursday.tcpdump,78,,,,
Ether,99,IP,85,TCP,65.0,SMTPResponse,45.0,920552410.858131,99,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,194.27.251.21,24.0,25.0,1027.0,week1_thursday.tcpdump,79,,,,
Ether,92,IP,78,TCP,58.0,SMTPRequest,38.0,920552410.858446,92,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.207,24.0,1027.0,25.0,week1_thursday.tcpdump,80,,,,
Ether,91,IP,77,TCP,57.0,SMTPResponse,37.0,920552410.859224,91,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,194.27.251.21,24.0,25.0,1027.0,week1_thursday.tcpdump,81,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,920552410.859499,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.207,24.0,1027.0,25.0,week1_thursday.tcpdump,82,,,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,920552410.861514,104,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,194.27.251.21,24.0,25.0,1027.0,week1_thursday.tcpdump,83,,,,
Ether,1078,IP,1064,TCP,1044.0,SMTPRequest,1024.0,920552410.86263,1078,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.207,24.0,1027.0,25.0,week1_thursday.tcpdump,84,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552410.877086,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,194.27.251.21,16.0,25.0,1027.0,week1_thursday.tcpdump,85,,,,
Ether,272,IP,258,TCP,238.0,SMTPRequest,218.0,920552410.877417,272,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.207,24.0,1027.0,25.0,week1_thursday.tcpdump,86,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552410.897095,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,194.27.251.21,16.0,25.0,1027.0,week1_thursday.tcpdump,87,,,,
Ether,73,IP,59,TCP,39.0,SMTPResponse,19.0,920552410.897575,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,194.27.251.21,24.0,25.0,1027.0,week1_thursday.tcpdump,88,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,920552410.897806,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.207,24.0,1027.0,25.0,week1_thursday.tcpdump,89,,,,
Ether,78,IP,64,TCP,44.0,SMTPResponse,24.0,920552410.898572,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,194.27.251.21,24.0,25.0,1027.0,week1_thursday.tcpdump,90,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552410.899303,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,194.27.251.21,17.0,25.0,1027.0,week1_thursday.tcpdump,91,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552410.89947,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.207,16.0,1027.0,25.0,week1_thursday.tcpdump,92,,,,
Ether,78,IP,64,UDP,44.0,DNS,36.0,920552410.9029312,78,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_thursday.tcpdump,93,,,,
Ether,143,IP,129,UDP,109.0,DNS,101.0,920552410.904386,143,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_thursday.tcpdump,94,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552410.9072008,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.114.207,17.0,1027.0,25.0,week1_thursday.tcpdump,95,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920552410.907472,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.207,2.0,1028.0,25.0,week1_thursday.tcpdump,96,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552410.908232,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,194.27.251.21,16.0,25.0,1027.0,week1_thursday.tcpdump,97,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920552410.9106188,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,194.27.251.21,18.0,25.0,1028.0,week1_thursday.tcpdump,98,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552410.910773,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.207,16.0,1028.0,25.0,week1_thursday.tcpdump,99,,,,
Dot3,54,LLC,40,Raw,37.0,,,920552411.5184928,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_thursday.tcpdump,100,,,,
Ether,139,IP,125,TCP,105.0,SMTPResponse,85.0,920552411.922215,139,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,194.27.251.21,24.0,25.0,1028.0,week1_thursday.tcpdump,101,,,,
Ether,76,IP,62,TCP,42.0,SMTPRequest,22.0,920552411.924093,76,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.207,24.0,1028.0,25.0,week1_thursday.tcpdump,102,,,,
Ether,80,IP,66,TCP,46.0,SMTPResponse,26.0,920552411.924933,80,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,194.27.251.21,24.0,25.0,1028.0,week1_thursday.tcpdump,103,,,,
Ether,76,IP,62,TCP,42.0,SMTPRequest,22.0,920552411.925222,76,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.207,24.0,1028.0,25.0,week1_thursday.tcpdump,104,,,,
Ether,98,IP,84,TCP,64.0,SMTPResponse,44.0,920552411.925997,98,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,194.27.251.21,24.0,25.0,1028.0,week1_thursday.tcpdump,105,,,,
Ether,92,IP,78,TCP,58.0,SMTPRequest,38.0,920552411.9262712,92,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.207,24.0,1028.0,25.0,week1_thursday.tcpdump,106,,,,
Ether,99,IP,85,TCP,65.0,SMTPResponse,45.0,920552411.927065,99,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,194.27.251.21,24.0,25.0,1028.0,week1_thursday.tcpdump,107,,,,
Ether,92,IP,78,TCP,58.0,SMTPRequest,38.0,920552411.927373,92,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.207,24.0,1028.0,25.0,week1_thursday.tcpdump,108,,,,
Ether,91,IP,77,TCP,57.0,SMTPResponse,37.0,920552411.928152,91,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,194.27.251.21,24.0,25.0,1028.0,week1_thursday.tcpdump,109,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,920552411.928424,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.207,24.0,1028.0,25.0,week1_thursday.tcpdump,110,,,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,920552411.93045,104,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,194.27.251.21,24.0,25.0,1028.0,week1_thursday.tcpdump,111,,,,
Ether,1078,IP,1064,TCP,1044.0,SMTPRequest,1024.0,920552411.93156,1078,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.207,24.0,1028.0,25.0,week1_thursday.tcpdump,112,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552411.947057,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,194.27.251.21,16.0,25.0,1028.0,week1_thursday.tcpdump,113,,,,
Ether,272,IP,258,TCP,238.0,SMTPRequest,218.0,920552411.94739,272,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.207,24.0,1028.0,25.0,week1_thursday.tcpdump,114,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552411.967066,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,194.27.251.21,16.0,25.0,1028.0,week1_thursday.tcpdump,115,,,,
Ether,73,IP,59,TCP,39.0,SMTPResponse,19.0,920552411.973296,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,194.27.251.21,24.0,25.0,1028.0,week1_thursday.tcpdump,116,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,920552411.973522,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.207,24.0,1028.0,25.0,week1_thursday.tcpdump,117,,,,
Ether,78,IP,64,TCP,44.0,SMTPResponse,24.0,920552411.974304,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,194.27.251.21,24.0,25.0,1028.0,week1_thursday.tcpdump,118,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552411.97502,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.207,194.27.251.21,17.0,25.0,1028.0,week1_thursday.tcpdump,119,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920552411.975186,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.207,16.0,1028.0,25.0,week1_thursday.tcpdump,120,,,,
Ether,77,IP,63,UDP,43.0,DNS,35.0,920552411.979245,77,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_thursday.tcpdump,121,,,,
Ether,142,IP,128,UDP,108.0,DNS,100.0,920552411.980694,142,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_thursday.tcpdump,122,,,,
