layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_4,length_4,layers_5,length_5
Ether,60,IP,46,TCP,26.0,Padding,6.0,921502820.151253,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,196.37.75.158,16.0,25.0,1024.0,week3_monday.tcpdump,41,,,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,921502820.155536,104,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,196.37.75.158,24.0,25.0,1024.0,week3_monday.tcpdump,42,,,,
Ether,1078,IP,1064,TCP,1044.0,SMTPRequest,1024.0,921502820.156668,1078,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.113.105,24.0,1024.0,25.0,week3_monday.tcpdump,43,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921502820.171226,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,196.37.75.158,16.0,25.0,1024.0,week3_monday.tcpdump,44,,,,
Ether,149,IP,135,TCP,115.0,SMTPRequest,95.0,921502820.171455,149,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.113.105,24.0,1024.0,25.0,week3_monday.tcpdump,45,,,,
Ether,73,IP,59,TCP,39.0,SMTPResponse,19.0,921502820.187228,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,196.37.75.158,24.0,25.0,1024.0,week3_monday.tcpdump,46,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,921502820.187468,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.113.105,24.0,1024.0,25.0,week3_monday.tcpdump,47,,,,
Ether,78,IP,64,TCP,44.0,SMTPResponse,24.0,921502820.1882212,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,196.37.75.158,24.0,25.0,1024.0,week3_monday.tcpdump,48,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921502820.189072,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,196.37.75.158,17.0,25.0,1024.0,week3_monday.tcpdump,49,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921502820.189248,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.113.105,16.0,1024.0,25.0,week3_monday.tcpdump,50,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921502820.190317,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.113.105,17.0,1024.0,25.0,week3_monday.tcpdump,51,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921502820.191016,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,196.37.75.158,16.0,25.0,1024.0,week3_monday.tcpdump,52,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502821.234504,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,53,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502822.233467,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,54,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502823.233764,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,55,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502824.232905,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,56,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502825.2334652,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,57,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502826.234198,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,58,,,,
Ether,60,Raw,46,,,,,921502826.9844213,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week3_monday.tcpdump,59,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502827.733186,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,60,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502828.733444,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,61,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502829.734366,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,62,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502830.7350732,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,63,,,,
Ether,60,ARP,46,Padding,18.0,,,921502830.9098448,60,00:c0:4f:a3:58:23,08:00:20:11:34:bf,,,,,,week3_monday.tcpdump,64,,,,
Ether,42,ARP,28,,,,,921502830.910066,42,08:00:20:11:34:bf,00:c0:4f:a3:58:23,,,,,,week3_monday.tcpdump,65,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502832.2333392,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,66,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502833.23464,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,67,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502834.2337948,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,68,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502835.2331632,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,69,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502836.235105,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,70,,,,
Ether,60,Raw,46,,,,,921502836.984168,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week3_monday.tcpdump,71,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502837.733278,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,72,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502838.734156,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,73,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502839.7332132,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,74,,,,
Ether,90,IP,76,UDP,56.0,NTPHeader,48.0,921502840.049707,90,08:00:20:11:34:bf,00:c0:4f:a3:58:23,192.168.1.90,192.168.1.10,,123.0,123.0,week3_monday.tcpdump,75,,,,
Ether,90,IP,76,UDP,56.0,NTPHeader,48.0,921502840.0513211,90,00:c0:4f:a3:58:23,08:00:20:11:34:bf,192.168.1.10,192.168.1.90,,123.0,123.0,week3_monday.tcpdump,76,,,,
Ether,66,IP,52,UDP,32.0,RIP,24.0,921502841.033525,66,00:10:7b:38:46:32,01:00:5e:00:00:09,192.168.1.1,224.0.0.9,,520.0,520.0,week3_monday.tcpdump,77,RIPEntry,20.0,,
Dot3,54,LLC,40,Raw,37.0,,,921502841.7344038,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,78,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502842.734804,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,79,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502843.734775,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,80,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502844.7333572,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,81,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502845.7334552,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,82,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502846.735275,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,83,,,,
Ether,60,Raw,46,,,,,921502847.036372,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week3_monday.tcpdump,84,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502848.234531,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,85,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502849.234315,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,86,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502850.234948,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,87,,,,
Ether,77,IP,63,UDP,43.0,DNS,35.0,921502851.226742,77,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week3_monday.tcpdump,88,,,,
Ether,142,IP,128,UDP,108.0,DNS,100.0,921502851.228788,142,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week3_monday.tcpdump,89,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921502851.233649,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.113.84,2.0,1026.0,25.0,week3_monday.tcpdump,90,,,,
Dot3,54,LLC,40,Raw,37.0,,,921502851.234524,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_monday.tcpdump,91,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921502851.238464,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.84,197.182.91.233,18.0,25.0,1026.0,week3_monday.tcpdump,92,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921502851.2386632,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.113.84,16.0,1026.0,25.0,week3_monday.tcpdump,93,,,,
Ether,87,IP,73,UDP,53.0,DNS,45.0,921502851.267149,87,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week3_monday.tcpdump,94,,,,
Ether,157,IP,143,UDP,123.0,DNS,115.0,921502851.2680528,157,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week3_monday.tcpdump,95,,,,
Ether,76,IP,62,UDP,42.0,DNS,34.0,921502851.283931,76,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week3_monday.tcpdump,96,,,,
Ether,133,IP,119,UDP,99.0,DNS,91.0,921502851.284394,133,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week3_monday.tcpdump,97,,,,
Ether,139,IP,125,TCP,105.0,SMTPResponse,85.0,921502851.28805,139,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.84,197.182.91.233,24.0,25.0,1026.0,week3_monday.tcpdump,98,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921502851.299475,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.113.84,16.0,1026.0,25.0,week3_monday.tcpdump,99,,,,
Ether,77,IP,63,TCP,43.0,SMTPRequest,23.0,921502851.335258,77,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.113.84,24.0,1026.0,25.0,week3_monday.tcpdump,100,,,,
Ether,80,IP,66,TCP,46.0,SMTPResponse,26.0,921502851.336089,80,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.84,197.182.91.233,24.0,25.0,1026.0,week3_monday.tcpdump,101,,,,
Ether,77,IP,63,TCP,43.0,SMTPRequest,23.0,921502851.336572,77,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.113.84,24.0,1026.0,25.0,week3_monday.tcpdump,102,,,,
Ether,99,IP,85,TCP,65.0,SMTPResponse,45.0,921502851.337392,99,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.84,197.182.91.233,24.0,25.0,1026.0,week3_monday.tcpdump,103,,,,
Ether,89,IP,75,TCP,55.0,SMTPRequest,35.0,921502851.337709,89,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.113.84,24.0,1026.0,25.0,week3_monday.tcpdump,104,,,,
Ether,96,IP,82,TCP,62.0,SMTPResponse,42.0,921502851.338517,96,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.84,197.182.91.233,24.0,25.0,1026.0,week3_monday.tcpdump,105,,,,
Ether,90,IP,76,TCP,56.0,SMTPRequest,36.0,921502851.338878,90,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.113.84,24.0,1026.0,25.0,week3_monday.tcpdump,106,,,,
Ether,89,IP,75,TCP,55.0,SMTPResponse,35.0,921502851.339692,89,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.84,197.182.91.233,24.0,25.0,1026.0,week3_monday.tcpdump,107,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,921502851.339997,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.113.84,24.0,1026.0,25.0,week3_monday.tcpdump,108,,,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,921502851.342314,104,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.84,197.182.91.233,24.0,25.0,1026.0,week3_monday.tcpdump,109,,,,
Ether,1078,IP,1064,TCP,1044.0,SMTPRequest,1024.0,921502851.3434552,1078,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.113.84,24.0,1026.0,25.0,week3_monday.tcpdump,110,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921502851.3607948,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.84,197.182.91.233,16.0,25.0,1026.0,week3_monday.tcpdump,111,,,,
Ether,1065,IP,1051,TCP,1031.0,SMTPRequest,1011.0,921502851.361788,1065,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.113.84,24.0,1026.0,25.0,week3_monday.tcpdump,112,,,,
Ether,73,IP,59,TCP,39.0,SMTPResponse,19.0,921502851.365637,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.84,197.182.91.233,24.0,25.0,1026.0,week3_monday.tcpdump,113,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,921502851.3658812,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.113.84,24.0,1026.0,25.0,week3_monday.tcpdump,114,,,,
Ether,78,IP,64,TCP,44.0,SMTPResponse,24.0,921502851.366627,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.84,197.182.91.233,24.0,25.0,1026.0,week3_monday.tcpdump,115,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921502851.3676288,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.84,197.182.91.233,17.0,25.0,1026.0,week3_monday.tcpdump,116,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921502851.367832,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.113.84,16.0,1026.0,25.0,week3_monday.tcpdump,117,,,,
Ether,78,IP,64,UDP,44.0,DNS,36.0,921502851.3705368,78,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week3_monday.tcpdump,118,,,,
Ether,143,IP,129,UDP,109.0,DNS,101.0,921502851.372325,143,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week3_monday.tcpdump,119,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921502851.375088,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.113.84,17.0,1026.0,25.0,week3_monday.tcpdump,120,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921502851.3754188,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.114.168,2.0,1027.0,25.0,week3_monday.tcpdump,121,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921502851.376142,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.84,197.182.91.233,16.0,25.0,1026.0,week3_monday.tcpdump,122,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921502851.3785688,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.168,197.182.91.233,18.0,25.0,1027.0,week3_monday.tcpdump,123,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921502851.378754,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.114.168,16.0,1027.0,25.0,week3_monday.tcpdump,124,,,,
Ether,74,IP,60,UDP,40.0,DNS,32.0,921502852.384036,74,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,197.182.91.233,,53.0,53.0,week3_monday.tcpdump,125,,,,
Ether,145,IP,131,UDP,111.0,DNS,103.0,921502852.3851992,145,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week3_monday.tcpdump,126,,,,
Ether,140,IP,126,TCP,106.0,SMTPResponse,86.0,921502852.395067,140,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.168,197.182.91.233,24.0,25.0,1027.0,week3_monday.tcpdump,127,,,,
Ether,77,IP,63,TCP,43.0,SMTPRequest,23.0,921502852.397621,77,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.114.168,24.0,1027.0,25.0,week3_monday.tcpdump,128,,,,
Ether,80,IP,66,TCP,46.0,SMTPResponse,26.0,921502852.398481,80,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.168,197.182.91.233,24.0,25.0,1027.0,week3_monday.tcpdump,129,,,,
Ether,77,IP,63,TCP,43.0,SMTPRequest,23.0,921502852.398804,77,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.114.168,24.0,1027.0,25.0,week3_monday.tcpdump,130,,,,
Ether,99,IP,85,TCP,65.0,SMTPResponse,45.0,921502852.399642,99,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.168,197.182.91.233,24.0,25.0,1027.0,week3_monday.tcpdump,131,,,,
Ether,89,IP,75,TCP,55.0,SMTPRequest,35.0,921502852.399934,89,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.114.168,24.0,1027.0,25.0,week3_monday.tcpdump,132,,,,
Ether,96,IP,82,TCP,62.0,SMTPResponse,42.0,921502852.400733,96,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.168,197.182.91.233,24.0,25.0,1027.0,week3_monday.tcpdump,133,,,,
Ether,89,IP,75,TCP,55.0,SMTPRequest,35.0,921502852.401072,89,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.114.168,24.0,1027.0,25.0,week3_monday.tcpdump,134,,,,
Ether,88,IP,74,TCP,54.0,SMTPResponse,34.0,921502852.401853,88,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.168,197.182.91.233,24.0,25.0,1027.0,week3_monday.tcpdump,135,,,,
