layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,layers_4,length_4,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_5,length_5
Dot3,54,LLC,40,Raw,37.0,,,,,921762071.673028,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,83,,
Ether,60,Raw,46,,,,,,,921762072.44075,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,84,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762073.173324,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,85,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762074.172567,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,86,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762075.172748,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,87,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762076.1724428,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,88,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762077.173326,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,89,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762078.172598,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,90,,
Ether,66,IP,52,UDP,32.0,RIP,24.0,RIPEntry,20.0,921762078.589539,66,00:10:7b:38:46:32,01:00:5e:00:00:09,192.168.1.1,224.0.0.9,,520.0,520.0,week3_wednesday.tcpdump,91,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,921762078.721659,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32775.0,161.0,week3_wednesday.tcpdump,92,,
Ether,156,IP,142,UDP,122.0,SNMP,114.0,,,921762078.7232528,156,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32775.0,week3_wednesday.tcpdump,93,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762080.1724312,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,94,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762081.172778,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,95,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762082.173692,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,96,,
Ether,60,Raw,46,,,,,,,921762082.5882008,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,97,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762083.6740732,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,98,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762084.674846,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,99,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762085.673867,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,100,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762086.673049,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,101,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762087.673948,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,102,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762088.675168,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,103,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762089.673274,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,104,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762090.673074,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,105,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762091.673149,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,106,,
Ether,60,Raw,46,,,,,,,921762092.588013,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,107,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762093.172962,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,108,,
Dot3,324,LLC,310,SNAP,307.0,Raw,302.0,,,921762093.479937,324,00:10:7b:38:46:32,01:00:0c:cc:cc:cc,,,,,,week3_wednesday.tcpdump,109,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762094.673595,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,110,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762095.6742028,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,111,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762096.674316,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,112,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762097.673075,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,113,,
Ether,90,IP,76,UDP,56.0,NTPHeader,48.0,,,921762098.090767,90,08:00:20:11:34:bf,00:c0:4f:a3:58:23,192.168.1.90,192.168.1.10,,123.0,123.0,week3_wednesday.tcpdump,114,,
Ether,90,IP,76,UDP,56.0,NTPHeader,48.0,,,921762098.092199,90,00:c0:4f:a3:58:23,08:00:20:11:34:bf,192.168.1.10,192.168.1.90,,123.0,123.0,week3_wednesday.tcpdump,115,,
Ether,90,IP,76,UDP,56.0,NTPHeader,48.0,,,921762098.888016,90,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.10,,123.0,123.0,week3_wednesday.tcpdump,116,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762099.6734028,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,117,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762100.673447,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,118,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762101.673148,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,119,,
Ether,60,Raw,46,,,,,,,921762102.587805,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,120,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762103.173209,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,121,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762104.173282,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,122,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762105.174466,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,123,,
Ether,66,IP,52,UDP,32.0,RIP,24.0,RIPEntry,20.0,921762106.15243,66,00:10:7b:38:46:32,01:00:5e:00:00:09,192.168.1.1,224.0.0.9,,520.0,520.0,week3_wednesday.tcpdump,124,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762106.674446,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,125,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762107.6745552,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,126,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.241383,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,127,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.242062,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,128,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.244446,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,129,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.245604,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,130,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.249398,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,131,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.251782,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,132,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.252291,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,133,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.254778,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,134,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.254914,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,135,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.256377,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,136,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.263804,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,137,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.264557,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,138,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.26643,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,139,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.267483,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,140,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.2694732,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,141,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.270293,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,142,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.271716,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,143,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.2735188,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,144,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.274597,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,145,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.276007,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,146,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.276254,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,147,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.277163,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,148,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.278015,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,149,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.279878,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,150,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.285825,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,151,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.288212,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,152,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.29371,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,153,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.295548,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,154,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.296266,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,155,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.297522,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,156,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.3031392,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,157,,
Ether,60,ARP,46,Padding,18.0,,,,,921762108.305778,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,158,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762109.173674,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,159,,
