layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_4,length_4,layers_5,length_5
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379612.8182948,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,195.73.151.50,16.0,1024.0,25.0,week1_tuesday.tcpdump,23,,,,
Ether,81,IP,67,TCP,47.0,SMTPRequest,27.0,920379612.8330288,81,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,195.73.151.50,24.0,1024.0,25.0,week1_tuesday.tcpdump,24,,,,
Ether,80,IP,66,TCP,46.0,SMTPResponse,26.0,920379612.833994,80,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.113.105,24.0,25.0,1024.0,week1_tuesday.tcpdump,25,,,,
Ether,81,IP,67,TCP,47.0,SMTPRequest,27.0,920379612.8350028,81,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,195.73.151.50,24.0,1024.0,25.0,week1_tuesday.tcpdump,26,,,,
Ether,103,IP,89,TCP,69.0,SMTPResponse,49.0,920379612.835256,103,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.113.105,24.0,25.0,1024.0,week1_tuesday.tcpdump,27,,,,
Ether,97,IP,83,TCP,63.0,SMTPRequest,43.0,920379612.836116,97,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,195.73.151.50,24.0,1024.0,25.0,week1_tuesday.tcpdump,28,,,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,920379612.836367,104,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.113.105,24.0,25.0,1024.0,week1_tuesday.tcpdump,29,,,,
Ether,89,IP,75,TCP,55.0,SMTPRequest,35.0,920379612.837257,89,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,195.73.151.50,24.0,1024.0,25.0,week1_tuesday.tcpdump,30,,,,
Ether,88,IP,74,TCP,54.0,SMTPResponse,34.0,920379612.837485,88,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.113.105,24.0,25.0,1024.0,week1_tuesday.tcpdump,31,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,920379612.838323,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,195.73.151.50,24.0,1024.0,25.0,week1_tuesday.tcpdump,32,,,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,920379612.839416,104,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.113.105,24.0,25.0,1024.0,week1_tuesday.tcpdump,33,,,,
Ether,617,IP,603,TCP,583.0,SMTPRequest,563.0,920379612.841128,617,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,195.73.151.50,24.0,1024.0,25.0,week1_tuesday.tcpdump,34,,,,
Ether,73,IP,59,TCP,39.0,SMTPResponse,19.0,920379612.842595,73,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.113.105,24.0,25.0,1024.0,week1_tuesday.tcpdump,35,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,920379612.843366,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,195.73.151.50,24.0,1024.0,25.0,week1_tuesday.tcpdump,36,,,,
Ether,78,IP,64,TCP,44.0,SMTPResponse,24.0,920379612.843593,78,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.113.105,24.0,25.0,1024.0,week1_tuesday.tcpdump,37,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379612.844156,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.113.105,17.0,25.0,1024.0,week1_tuesday.tcpdump,38,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379612.84481,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,195.73.151.50,16.0,1024.0,25.0,week1_tuesday.tcpdump,39,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379612.846376,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.105,195.73.151.50,17.0,1024.0,25.0,week1_tuesday.tcpdump,40,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379612.84662,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.113.105,16.0,25.0,1024.0,week1_tuesday.tcpdump,41,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379613.5103712,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,42,,,,
Ether,60,Raw,46,,,,,920379613.523968,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week1_tuesday.tcpdump,43,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379615.00953,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,44,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379616.010589,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,45,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379617.009207,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,46,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379618.010051,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,47,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379619.009211,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,48,,,,
Ether,90,IP,76,UDP,56.0,NTPHeader,48.0,920379619.798524,90,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.10,,123.0,123.0,week1_tuesday.tcpdump,49,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379620.509933,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,50,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379621.509975,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,51,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379622.50927,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,52,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379623.510001,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,53,,,,
Ether,60,Raw,46,,,,,920379623.523259,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week1_tuesday.tcpdump,54,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379625.009225,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,55,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379626.010092,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,56,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379627.012586,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,57,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379628.0098028,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,58,,,,
Dot3,54,LLC,40,Raw,37.0,,,920379629.0098132,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_tuesday.tcpdump,59,,,,
Ether,75,IP,61,UDP,41.0,DNS,33.0,920379629.25523,75,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.20,192.168.1.20,,53.0,53.0,week1_tuesday.tcpdump,60,,,,
Ether,135,IP,121,UDP,101.0,DNS,93.0,920379629.258968,135,00:60:97:de:54:36,00:10:7b:38:46:32,192.168.1.20,172.16.112.20,,53.0,53.0,week1_tuesday.tcpdump,61,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.281341,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,2.0,1055.0,80.0,week1_tuesday.tcpdump,62,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.2863892,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,18.0,80.0,1055.0,week1_tuesday.tcpdump,63,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.2888212,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1055.0,80.0,week1_tuesday.tcpdump,64,,,,
Ether,357,IP,343,TCP,323.0,HTTP,303.0,920379629.433832,357,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,24.0,1055.0,80.0,week1_tuesday.tcpdump,65,HTTPRequest,303.0,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.456015,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,16.0,80.0,1055.0,week1_tuesday.tcpdump,66,,,,
Ether,581,IP,567,TCP,547.0,HTTP,527.0,920379629.487449,581,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,24.0,80.0,1055.0,week1_tuesday.tcpdump,67,HTTPResponse,527.0,Raw,330.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.487541,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,17.0,80.0,1055.0,week1_tuesday.tcpdump,68,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.4885552,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1055.0,80.0,week1_tuesday.tcpdump,69,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.545364,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,2.0,1056.0,80.0,week1_tuesday.tcpdump,70,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.549179,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,18.0,80.0,1056.0,week1_tuesday.tcpdump,71,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.549805,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1056.0,80.0,week1_tuesday.tcpdump,72,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.561807,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,2.0,1057.0,80.0,week1_tuesday.tcpdump,73,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.5655508,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,18.0,80.0,1057.0,week1_tuesday.tcpdump,74,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.566178,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1057.0,80.0,week1_tuesday.tcpdump,75,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.574939,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,17.0,1055.0,80.0,week1_tuesday.tcpdump,76,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.577981,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,16.0,80.0,1055.0,week1_tuesday.tcpdump,77,,,,
Ether,397,IP,383,TCP,363.0,HTTP,343.0,920379629.5811212,397,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,24.0,1056.0,80.0,week1_tuesday.tcpdump,78,HTTPRequest,343.0,,
Ether,387,IP,373,TCP,353.0,HTTP,333.0,920379629.584238,387,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,24.0,1057.0,80.0,week1_tuesday.tcpdump,79,HTTPRequest,333.0,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.596007,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,16.0,80.0,1056.0,week1_tuesday.tcpdump,80,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.606002,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,16.0,80.0,1057.0,week1_tuesday.tcpdump,81,,,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,920379629.625972,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,16.0,80.0,1056.0,week1_tuesday.tcpdump,82,HTTPResponse,1460.0,Raw,1263.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,920379629.6272,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,16.0,80.0,1056.0,week1_tuesday.tcpdump,83,Raw,1460.0,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.6290232,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1056.0,80.0,week1_tuesday.tcpdump,84,,,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,920379629.633448,1514,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,24.0,80.0,1056.0,week1_tuesday.tcpdump,85,Raw,1460.0,,
Ether,163,IP,149,TCP,129.0,HTTP,109.0,920379629.633719,163,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,24.0,80.0,1056.0,week1_tuesday.tcpdump,86,Raw,109.0,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.633824,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,17.0,80.0,1056.0,week1_tuesday.tcpdump,87,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.635568,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1056.0,80.0,week1_tuesday.tcpdump,88,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.6357268,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1056.0,80.0,week1_tuesday.tcpdump,89,,,,
Ether,224,IP,210,TCP,190.0,HTTP,170.0,920379629.646199,224,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,24.0,80.0,1057.0,week1_tuesday.tcpdump,90,HTTPResponse,170.0,Raw,114.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.646308,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,17.0,80.0,1057.0,week1_tuesday.tcpdump,91,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.647061,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1057.0,80.0,week1_tuesday.tcpdump,92,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.6744232,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,2.0,1058.0,80.0,week1_tuesday.tcpdump,93,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.678248,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,18.0,80.0,1058.0,week1_tuesday.tcpdump,94,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.6789052,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1058.0,80.0,week1_tuesday.tcpdump,95,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.713251,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,2.0,1059.0,80.0,week1_tuesday.tcpdump,96,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.717006,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,18.0,80.0,1059.0,week1_tuesday.tcpdump,97,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.71761,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1059.0,80.0,week1_tuesday.tcpdump,98,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.741133,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,2.0,1060.0,80.0,week1_tuesday.tcpdump,99,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.744848,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,18.0,80.0,1060.0,week1_tuesday.tcpdump,100,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.74546,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1060.0,80.0,week1_tuesday.tcpdump,101,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.814588,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,17.0,1056.0,80.0,week1_tuesday.tcpdump,102,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.817247,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,2.0,1061.0,80.0,week1_tuesday.tcpdump,103,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.817637,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,16.0,80.0,1056.0,week1_tuesday.tcpdump,104,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.819045,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,18.0,80.0,1061.0,week1_tuesday.tcpdump,105,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.819662,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1061.0,80.0,week1_tuesday.tcpdump,106,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.8289948,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,17.0,1057.0,80.0,week1_tuesday.tcpdump,107,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.8320287,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,16.0,80.0,1057.0,week1_tuesday.tcpdump,108,,,,
Ether,492,IP,478,TCP,458.0,HTTP,438.0,920379629.8428,492,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,24.0,1058.0,80.0,week1_tuesday.tcpdump,109,HTTPRequest,438.0,,
Ether,496,IP,482,TCP,462.0,HTTP,442.0,920379629.8453788,496,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,24.0,1059.0,80.0,week1_tuesday.tcpdump,110,HTTPRequest,442.0,,
Ether,492,IP,478,TCP,458.0,HTTP,438.0,920379629.845906,492,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,24.0,1060.0,80.0,week1_tuesday.tcpdump,111,HTTPRequest,438.0,,
Ether,493,IP,479,TCP,459.0,HTTP,439.0,920379629.846647,493,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,24.0,1061.0,80.0,week1_tuesday.tcpdump,112,HTTPRequest,439.0,,
Ether,229,IP,215,TCP,195.0,HTTP,175.0,920379629.8559028,229,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,24.0,80.0,1058.0,week1_tuesday.tcpdump,113,HTTPResponse,175.0,Raw,119.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.856033,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,17.0,80.0,1058.0,week1_tuesday.tcpdump,114,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.8568,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1058.0,80.0,week1_tuesday.tcpdump,115,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.865998,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,16.0,80.0,1061.0,week1_tuesday.tcpdump,116,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.8661288,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,16.0,80.0,1060.0,week1_tuesday.tcpdump,117,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.866241,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,16.0,80.0,1059.0,week1_tuesday.tcpdump,118,,,,
Ether,233,IP,219,TCP,199.0,HTTP,179.0,920379629.872446,233,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,24.0,80.0,1059.0,week1_tuesday.tcpdump,119,HTTPResponse,179.0,Raw,123.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.872584,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,17.0,80.0,1059.0,week1_tuesday.tcpdump,120,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.87333,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,17.0,1058.0,80.0,week1_tuesday.tcpdump,121,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.8735392,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1059.0,80.0,week1_tuesday.tcpdump,122,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.876545,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,16.0,80.0,1058.0,week1_tuesday.tcpdump,123,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.877542,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,2.0,1062.0,80.0,week1_tuesday.tcpdump,124,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920379629.881116,60,00:60:97:de:54:36,00:10:7b:38:46:32,208.209.46.36,172.16.112.100,18.0,80.0,1062.0,week1_tuesday.tcpdump,125,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.881488,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,16.0,1062.0,80.0,week1_tuesday.tcpdump,126,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920379629.8818368,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.100,208.209.46.36,17.0,1059.0,80.0,week1_tuesday.tcpdump,127,,,,
