layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_4,length_4,layers_5,length_5
Dot3,54,LLC,40,Raw,37.0,,,921675626.684335,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,25,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675627.681501,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,26,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675628.682043,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,27,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675629.682511,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,28,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675630.683648,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,29,,,,
Ether,66,IP,52,UDP,32.0,RIP,24.0,921675631.596799,66,00:10:7b:38:46:32,01:00:5e:00:00:09,192.168.1.1,224.0.0.9,,520.0,520.0,week3_thursday.tcpdump,30,RIPEntry,20.0,,
Ether,60,Raw,46,,,,,921675631.599288,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week3_thursday.tcpdump,31,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675632.181583,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,32,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675633.1818768,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,33,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675634.1823832,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,34,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.25737,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_thursday.tcpdump,35,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.259868,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_thursday.tcpdump,36,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.265183,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_thursday.tcpdump,37,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.267668,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_thursday.tcpdump,38,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.273258,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_thursday.tcpdump,39,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.275632,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_thursday.tcpdump,40,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.2800608,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_thursday.tcpdump,41,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.282549,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_thursday.tcpdump,42,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.2872947,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_thursday.tcpdump,43,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.289666,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_thursday.tcpdump,44,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.294705,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_thursday.tcpdump,45,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.297125,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_thursday.tcpdump,46,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.299548,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_thursday.tcpdump,47,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.3018892,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_thursday.tcpdump,48,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.3027892,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_thursday.tcpdump,49,,,,
Ether,60,ARP,46,Padding,18.0,,,921675634.30528,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_thursday.tcpdump,50,,,,
Dot3,324,LLC,310,SNAP,307.0,Raw,302.0,921675634.919268,324,00:10:7b:38:46:32,01:00:0c:cc:cc:cc,,,,,,week3_thursday.tcpdump,51,,,,
Ether,90,IP,76,UDP,56.0,NTPHeader,48.0,921675635.838252,90,08:00:20:11:34:bf,00:c0:4f:a3:58:23,192.168.1.90,192.168.1.10,,123.0,123.0,week3_thursday.tcpdump,52,,,,
Ether,90,IP,76,UDP,56.0,NTPHeader,48.0,921675635.839856,90,00:c0:4f:a3:58:23,08:00:20:11:34:bf,192.168.1.10,192.168.1.90,,123.0,123.0,week3_thursday.tcpdump,53,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675636.683218,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,54,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675637.681636,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,55,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675638.683052,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,56,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675639.6831552,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,57,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675640.682317,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,58,,,,
Ether,60,Raw,46,,,,,921675641.59943,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week3_thursday.tcpdump,59,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675642.183185,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,60,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675643.182208,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,61,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675644.184317,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,62,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675645.182612,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,63,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675646.18263,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,64,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675647.182232,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,65,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675648.1831088,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,66,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675649.182633,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,67,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675650.183547,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,68,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675651.182867,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,69,,,,
Ether,60,Raw,46,,,,,921675651.599148,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week3_thursday.tcpdump,70,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675652.682634,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,71,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675653.684306,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,72,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675654.682589,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,73,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675655.682126,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,74,,,,
Dot3,54,LLC,40,Raw,37.0,,,921675656.683054,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,75,,,,
Ether,77,IP,63,UDP,43.0,DNS,35.0,921675656.721488,77,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week3_thursday.tcpdump,76,,,,
Ether,142,IP,128,UDP,108.0,DNS,100.0,921675656.7268212,142,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week3_thursday.tcpdump,77,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675656.731731,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,2.0,1024.0,25.0,week3_thursday.tcpdump,78,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675656.7385912,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,18.0,25.0,1024.0,week3_thursday.tcpdump,79,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675656.738794,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,16.0,1024.0,25.0,week3_thursday.tcpdump,80,,,,
Ether,86,IP,72,UDP,52.0,DNS,44.0,921675656.770391,86,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.20,192.168.1.20,,53.0,53.0,week3_thursday.tcpdump,81,,,,
Ether,152,IP,138,UDP,118.0,DNS,110.0,921675656.775402,152,00:60:97:de:54:36,00:10:7b:38:46:32,192.168.1.20,172.16.112.20,,53.0,53.0,week3_thursday.tcpdump,82,,,,
Ether,92,IP,78,UDP,58.0,NBNSQueryRequest,50.0,921675656.7773132,92,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,,137.0,137.0,week3_thursday.tcpdump,83,,,,
Ether,120,IP,106,ICMP,86.0,IPerror,78.0,921675656.777766,120,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,,,,week3_thursday.tcpdump,84,UDPerror,58.0,NBNSQueryRequest,50.0
Dot3,54,LLC,40,Raw,37.0,,,921675658.182899,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_thursday.tcpdump,85,,,,
Ether,92,IP,78,UDP,58.0,NBNSQueryRequest,50.0,921675658.2687132,92,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,,137.0,137.0,week3_thursday.tcpdump,86,,,,
Ether,120,IP,106,ICMP,86.0,IPerror,78.0,921675658.269801,120,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,,,,week3_thursday.tcpdump,87,UDPerror,58.0,NBNSQueryRequest,50.0
Ether,66,IP,52,UDP,32.0,RIP,24.0,921675658.3085072,66,00:10:7b:38:46:32,01:00:5e:00:00:09,192.168.1.1,224.0.0.9,,520.0,520.0,week3_thursday.tcpdump,88,RIPEntry,20.0,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,921675659.62979,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,,32771.0,161.0,week3_thursday.tcpdump,89,,,,
Ether,167,IP,153,UDP,133.0,SNMP,125.0,921675659.660983,167,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,,161.0,32771.0,week3_thursday.tcpdump,90,,,,
Ether,92,IP,78,UDP,58.0,NBNSQueryRequest,50.0,921675659.7687428,92,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,,137.0,137.0,week3_thursday.tcpdump,91,,,,
Ether,120,IP,106,ICMP,86.0,IPerror,78.0,921675659.769704,120,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,,,,week3_thursday.tcpdump,92,UDPerror,58.0,NBNSQueryRequest,50.0
Ether,78,IP,64,UDP,44.0,DNS,36.0,921675660.425194,78,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week3_thursday.tcpdump,93,,,,
Ether,143,IP,129,UDP,109.0,DNS,101.0,921675660.427127,143,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week3_thursday.tcpdump,94,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675660.432075,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.113.204,2.0,1026.0,25.0,week3_thursday.tcpdump,95,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,921675660.436734,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.204,194.7.248.153,18.0,25.0,1026.0,week3_thursday.tcpdump,96,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675660.436934,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.113.204,16.0,1026.0,25.0,week3_thursday.tcpdump,97,,,,
Ether,86,IP,72,UDP,52.0,DNS,44.0,921675660.701646,86,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.112.20,192.168.1.20,,53.0,53.0,week3_thursday.tcpdump,98,,,,
Ether,152,IP,138,UDP,118.0,DNS,110.0,921675660.7053188,152,00:60:97:de:54:36,00:10:7b:38:46:32,192.168.1.20,172.16.112.20,,53.0,53.0,week3_thursday.tcpdump,99,,,,
Ether,145,IP,131,TCP,111.0,SMTPResponse,91.0,921675660.8185892,145,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.204,194.7.248.153,24.0,25.0,1026.0,week3_thursday.tcpdump,100,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675660.838164,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.113.204,16.0,1026.0,25.0,week3_thursday.tcpdump,101,,,,
Ether,76,IP,62,TCP,42.0,SMTPRequest,22.0,921675660.8631972,76,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.113.204,24.0,1026.0,25.0,week3_thursday.tcpdump,102,,,,
Ether,80,IP,66,TCP,46.0,SMTPResponse,26.0,921675660.863996,80,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.204,194.7.248.153,24.0,25.0,1026.0,week3_thursday.tcpdump,103,,,,
Ether,76,IP,62,TCP,42.0,SMTPRequest,22.0,921675660.864496,76,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.113.204,24.0,1026.0,25.0,week3_thursday.tcpdump,104,,,,
Ether,98,IP,84,TCP,64.0,SMTPResponse,44.0,921675660.865266,98,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.204,194.7.248.153,24.0,25.0,1026.0,week3_thursday.tcpdump,105,,,,
Ether,91,IP,77,TCP,57.0,SMTPRequest,37.0,921675660.865617,91,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.113.204,24.0,1026.0,25.0,week3_thursday.tcpdump,106,,,,
Ether,98,IP,84,TCP,64.0,SMTPResponse,44.0,921675660.8664428,98,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.204,194.7.248.153,24.0,25.0,1026.0,week3_thursday.tcpdump,107,,,,
Ether,93,IP,79,TCP,59.0,SMTPRequest,39.0,921675660.866861,93,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.113.204,24.0,1026.0,25.0,week3_thursday.tcpdump,108,,,,
Ether,92,IP,78,TCP,58.0,SMTPResponse,38.0,921675660.8676392,92,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.204,194.7.248.153,24.0,25.0,1026.0,week3_thursday.tcpdump,109,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,921675660.86802,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.113.204,24.0,1026.0,25.0,week3_thursday.tcpdump,110,,,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,921675660.871346,104,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.204,194.7.248.153,24.0,25.0,1026.0,week3_thursday.tcpdump,111,,,,
Ether,526,IP,512,TCP,492.0,SMTPRequest,472.0,921675660.8721428,526,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.113.204,24.0,1026.0,25.0,week3_thursday.tcpdump,112,,,,
Ether,73,IP,59,TCP,39.0,SMTPResponse,19.0,921675660.875439,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.204,194.7.248.153,24.0,25.0,1026.0,week3_thursday.tcpdump,113,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,921675660.8758472,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.113.204,24.0,1026.0,25.0,week3_thursday.tcpdump,114,,,,
Ether,78,IP,64,TCP,44.0,SMTPResponse,24.0,921675660.876601,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.204,194.7.248.153,24.0,25.0,1026.0,week3_thursday.tcpdump,115,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675660.8774768,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.204,194.7.248.153,17.0,25.0,1026.0,week3_thursday.tcpdump,116,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675660.877647,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.113.204,16.0,1026.0,25.0,week3_thursday.tcpdump,117,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675660.878809,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.113.204,17.0,1026.0,25.0,week3_thursday.tcpdump,118,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675660.879459,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.113.204,194.7.248.153,16.0,25.0,1026.0,week3_thursday.tcpdump,119,,,,
Ether,86,IP,72,TCP,52.0,SMTPResponse,32.0,921675661.2712553,86,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1024.0,week3_thursday.tcpdump,120,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675661.288154,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,16.0,1024.0,25.0,week3_thursday.tcpdump,121,,,,
Ether,79,IP,65,TCP,45.0,SMTPRequest,25.0,921675661.341217,79,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,24.0,1024.0,25.0,week3_thursday.tcpdump,122,,,,
Ether,60,IP,46,TCP,26.0,SMTPResponse,6.0,921675661.342018,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1024.0,week3_thursday.tcpdump,123,,,,
Ether,79,IP,65,TCP,45.0,SMTPRequest,25.0,921675661.34249,79,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,24.0,1024.0,25.0,week3_thursday.tcpdump,124,,,,
Ether,63,IP,49,TCP,29.0,SMTPResponse,9.0,921675661.343235,63,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1024.0,week3_thursday.tcpdump,125,,,,
Ether,92,IP,78,TCP,58.0,SMTPRequest,38.0,921675661.3435462,92,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,24.0,1024.0,25.0,week3_thursday.tcpdump,126,,,,
Ether,97,IP,83,TCP,63.0,SMTPResponse,43.0,921675661.344401,97,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1024.0,week3_thursday.tcpdump,127,,,,
Ether,92,IP,78,TCP,58.0,SMTPRequest,38.0,921675661.344785,92,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,24.0,1024.0,25.0,week3_thursday.tcpdump,128,,,,
Ether,100,IP,86,TCP,66.0,SMTPResponse,46.0,921675661.345616,100,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1024.0,week3_thursday.tcpdump,129,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,921675661.345922,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,24.0,1024.0,25.0,week3_thursday.tcpdump,130,,,,
Ether,94,IP,80,TCP,60.0,SMTPResponse,40.0,921675661.3483368,94,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1024.0,week3_thursday.tcpdump,131,,,,
Ether,760,IP,746,TCP,726.0,SMTPRequest,706.0,921675661.349226,760,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,24.0,1024.0,25.0,week3_thursday.tcpdump,132,,,,
Ether,87,IP,73,TCP,53.0,SMTPResponse,33.0,921675661.3515632,87,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1024.0,week3_thursday.tcpdump,133,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,921675661.351818,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,24.0,1024.0,25.0,week3_thursday.tcpdump,134,,,,
Ether,109,IP,95,TCP,75.0,SMTPResponse,55.0,921675661.352646,109,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1024.0,week3_thursday.tcpdump,135,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675661.3546132,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,17.0,1024.0,25.0,week3_thursday.tcpdump,136,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675661.3552848,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,16.0,25.0,1024.0,week3_thursday.tcpdump,137,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675661.356118,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,17.0,25.0,1024.0,week3_thursday.tcpdump,138,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,921675661.356282,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,16.0,1024.0,25.0,week3_thursday.tcpdump,139,,,,
Ether,60,Raw,46,,,,,921675661.598984,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week3_thursday.tcpdump,140,,,,
