layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_4,length_4,layers_5,length_5
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638813.638693,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.112.194,16.0,25.0,1025.0,week1_friday.tcpdump,36,,,,
Ether,1008,IP,994,TCP,974.0,SMTPRequest,954.0,920638813.640905,1008,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.194,197.182.91.233,24.0,1025.0,25.0,week1_friday.tcpdump,37,,,,
Ether,73,IP,59,TCP,39.0,SMTPResponse,19.0,920638813.643912,73,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.112.194,24.0,25.0,1025.0,week1_friday.tcpdump,38,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,920638813.644659,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.194,197.182.91.233,24.0,1025.0,25.0,week1_friday.tcpdump,39,,,,
Ether,78,IP,64,TCP,44.0,SMTPResponse,24.0,920638813.6448712,78,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.112.194,24.0,25.0,1025.0,week1_friday.tcpdump,40,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638813.645432,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.112.194,17.0,25.0,1025.0,week1_friday.tcpdump,41,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638813.6461152,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.194,197.182.91.233,16.0,1025.0,25.0,week1_friday.tcpdump,42,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638813.647675,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.194,197.182.91.233,17.0,1025.0,25.0,week1_friday.tcpdump,43,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638813.647863,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.182.91.233,172.16.112.194,16.0,25.0,1025.0,week1_friday.tcpdump,44,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638814.240555,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,45,,,,
Ether,90,IP,76,UDP,56.0,NTPHeader,48.0,920638815.132433,90,08:00:20:11:34:bf,00:c0:4f:a3:58:23,192.168.1.90,192.168.1.10,,123.0,123.0,week1_friday.tcpdump,46,,,,
Ether,90,IP,76,UDP,56.0,NTPHeader,48.0,920638815.1343392,90,00:c0:4f:a3:58:23,08:00:20:11:34:bf,192.168.1.10,192.168.1.90,,123.0,123.0,week1_friday.tcpdump,47,,,,
Ether,77,IP,63,UDP,43.0,DNS,35.0,920638815.530148,77,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_friday.tcpdump,48,,,,
Ether,142,IP,128,UDP,108.0,DNS,100.0,920638815.531333,142,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_friday.tcpdump,49,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920638815.536548,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.100,2.0,1024.0,25.0,week1_friday.tcpdump,50,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920638815.543595,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,194.27.251.21,18.0,25.0,1024.0,week1_friday.tcpdump,51,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638815.543793,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.100,16.0,1024.0,25.0,week1_friday.tcpdump,52,,,,
Ether,86,IP,72,UDP,52.0,DNS,44.0,920638815.546896,86,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_friday.tcpdump,53,,,,
Ether,155,IP,141,UDP,121.0,DNS,113.0,920638815.547814,155,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_friday.tcpdump,54,,,,
Ether,86,IP,72,TCP,52.0,SMTPResponse,32.0,920638815.549959,86,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,194.27.251.21,24.0,25.0,1024.0,week1_friday.tcpdump,55,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638815.568728,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.100,16.0,1024.0,25.0,week1_friday.tcpdump,56,,,,
Ether,76,IP,62,TCP,42.0,SMTPRequest,22.0,920638815.5841168,76,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.100,24.0,1024.0,25.0,week1_friday.tcpdump,57,,,,
Ether,60,IP,46,TCP,26.0,SMTPResponse,6.0,920638815.5848768,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,194.27.251.21,24.0,25.0,1024.0,week1_friday.tcpdump,58,,,,
Ether,76,IP,62,TCP,42.0,SMTPRequest,22.0,920638815.5853288,76,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.100,24.0,1024.0,25.0,week1_friday.tcpdump,59,,,,
Ether,63,IP,49,TCP,29.0,SMTPResponse,9.0,920638815.58608,63,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,194.27.251.21,24.0,25.0,1024.0,week1_friday.tcpdump,60,,,,
Ether,92,IP,78,TCP,58.0,SMTPRequest,38.0,920638815.5863812,92,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.100,24.0,1024.0,25.0,week1_friday.tcpdump,61,,,,
Ether,97,IP,83,TCP,63.0,SMTPResponse,43.0,920638815.587265,97,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,194.27.251.21,24.0,25.0,1024.0,week1_friday.tcpdump,62,,,,
Ether,90,IP,76,TCP,56.0,SMTPRequest,36.0,920638815.587615,90,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.100,24.0,1024.0,25.0,week1_friday.tcpdump,63,,,,
Ether,98,IP,84,TCP,64.0,SMTPResponse,44.0,920638815.588451,98,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,194.27.251.21,24.0,25.0,1024.0,week1_friday.tcpdump,64,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,920638815.58878,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.100,24.0,1024.0,25.0,week1_friday.tcpdump,65,,,,
Ether,94,IP,80,TCP,60.0,SMTPResponse,40.0,920638815.612568,94,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,194.27.251.21,24.0,25.0,1024.0,week1_friday.tcpdump,66,,,,
Ether,1047,IP,1033,TCP,1013.0,SMTPRequest,993.0,920638815.613658,1047,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.100,24.0,1024.0,25.0,week1_friday.tcpdump,67,,,,
Ether,87,IP,73,TCP,53.0,SMTPResponse,33.0,920638815.616322,87,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,194.27.251.21,24.0,25.0,1024.0,week1_friday.tcpdump,68,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,920638815.616567,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.100,24.0,1024.0,25.0,week1_friday.tcpdump,69,,,,
Ether,109,IP,95,TCP,75.0,SMTPResponse,55.0,920638815.619268,109,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,194.27.251.21,24.0,25.0,1024.0,week1_friday.tcpdump,70,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638815.6213268,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.100,17.0,1024.0,25.0,week1_friday.tcpdump,71,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638815.6219788,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,194.27.251.21,16.0,25.0,1024.0,week1_friday.tcpdump,72,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638815.622506,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,194.27.251.21,17.0,25.0,1024.0,week1_friday.tcpdump,73,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638815.622684,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.27.251.21,172.16.112.100,16.0,1024.0,25.0,week1_friday.tcpdump,74,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638816.240248,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,75,,,,
Ether,74,IP,60,UDP,40.0,DNS,32.0,920638817.161451,74,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_friday.tcpdump,76,,,,
Ether,128,IP,114,UDP,94.0,DNS,86.0,920638817.16266,128,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_friday.tcpdump,77,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920638817.1701008,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,197.218.177.69,2.0,1026.0,25.0,week1_friday.tcpdump,78,,,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,920638817.1704552,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.114.169,18.0,25.0,1026.0,week1_friday.tcpdump,79,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638817.173306,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,197.218.177.69,16.0,1026.0,25.0,week1_friday.tcpdump,80,,,,
Ether,87,IP,73,UDP,53.0,DNS,45.0,920638817.186508,87,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_friday.tcpdump,81,,,,
Ether,174,IP,160,UDP,140.0,DNS,132.0,920638817.187605,174,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_friday.tcpdump,82,,,,
Ether,77,IP,63,UDP,43.0,DNS,35.0,920638817.189109,77,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_friday.tcpdump,83,,,,
Ether,142,IP,128,UDP,108.0,DNS,100.0,920638817.1901368,142,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_friday.tcpdump,84,,,,
Ether,140,IP,126,TCP,106.0,SMTPResponse,86.0,920638817.193718,140,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.114.169,24.0,25.0,1026.0,week1_friday.tcpdump,85,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638817.2090912,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,197.218.177.69,16.0,1026.0,25.0,week1_friday.tcpdump,86,,,,
Ether,78,IP,64,TCP,44.0,SMTPRequest,24.0,920638817.23423,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,197.218.177.69,24.0,1026.0,25.0,week1_friday.tcpdump,87,,,,
Ether,80,IP,66,TCP,46.0,SMTPResponse,26.0,920638817.234595,80,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.114.169,24.0,25.0,1026.0,week1_friday.tcpdump,88,,,,
Ether,78,IP,64,TCP,44.0,SMTPRequest,24.0,920638817.235525,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,197.218.177.69,24.0,1026.0,25.0,week1_friday.tcpdump,89,,,,
Ether,100,IP,86,TCP,66.0,SMTPResponse,46.0,920638817.235766,100,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.114.169,24.0,25.0,1026.0,week1_friday.tcpdump,90,,,,
Ether,90,IP,76,TCP,56.0,SMTPRequest,36.0,920638817.236624,90,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,197.218.177.69,24.0,1026.0,25.0,week1_friday.tcpdump,91,,,,
Ether,97,IP,83,TCP,63.0,SMTPResponse,43.0,920638817.236864,97,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.114.169,24.0,25.0,1026.0,week1_friday.tcpdump,92,,,,
Ether,88,IP,74,TCP,54.0,SMTPRequest,34.0,920638817.237743,88,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,197.218.177.69,24.0,1026.0,25.0,week1_friday.tcpdump,93,,,,
Ether,87,IP,73,TCP,53.0,SMTPResponse,33.0,920638817.23797,87,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.114.169,24.0,25.0,1026.0,week1_friday.tcpdump,94,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,920638817.2387868,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,197.218.177.69,24.0,1026.0,25.0,week1_friday.tcpdump,95,,,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,920638817.2398868,104,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.114.169,24.0,25.0,1026.0,week1_friday.tcpdump,96,,,,
Ether,600,IP,586,TCP,566.0,SMTPRequest,546.0,920638817.241575,600,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,197.218.177.69,24.0,1026.0,25.0,week1_friday.tcpdump,97,,,,
Ether,73,IP,59,TCP,39.0,SMTPResponse,19.0,920638817.243059,73,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.114.169,24.0,25.0,1026.0,week1_friday.tcpdump,98,,,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,920638817.2438072,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,197.218.177.69,24.0,1026.0,25.0,week1_friday.tcpdump,99,,,,
Ether,78,IP,64,TCP,44.0,SMTPResponse,24.0,920638817.2440268,78,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.114.169,24.0,25.0,1026.0,week1_friday.tcpdump,100,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638817.244596,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.114.169,17.0,25.0,1026.0,week1_friday.tcpdump,101,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638817.2452632,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,197.218.177.69,16.0,1026.0,25.0,week1_friday.tcpdump,102,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638817.246764,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,197.218.177.69,17.0,1026.0,25.0,week1_friday.tcpdump,103,,,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,920638817.246968,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.114.169,16.0,25.0,1026.0,week1_friday.tcpdump,104,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638818.2400868,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,105,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638819.240512,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,106,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638820.240986,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,107,,,,
Ether,90,IP,76,UDP,56.0,NTPHeader,48.0,920638820.789577,90,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.10,,123.0,123.0,week1_friday.tcpdump,108,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638821.741052,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,109,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638822.741035,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,110,,,,
Ether,60,Raw,46,,,,,920638823.0837152,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week1_friday.tcpdump,111,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638824.240331,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,112,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638825.242016,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,113,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638826.240757,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,114,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638827.2414,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,115,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638828.2417928,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,116,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638829.24095,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,117,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638830.2419538,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,118,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638831.241892,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,119,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638832.2405448,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,120,,,,
Ether,60,Raw,46,,,,,920638833.083516,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week1_friday.tcpdump,121,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638833.741128,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,122,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638834.7430892,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,123,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638835.741912,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,124,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638836.74187,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,125,,,,
Ether,66,IP,52,UDP,32.0,RIP,24.0,920638836.760172,66,00:10:7b:38:46:32,01:00:5e:00:00:09,192.168.1.1,224.0.0.9,,520.0,520.0,week1_friday.tcpdump,126,RIPEntry,20.0,,
Dot3,54,LLC,40,Raw,37.0,,,920638838.24218,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,127,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638839.24062,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,128,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638840.241407,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,129,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638841.242249,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,130,,,,
Dot3,54,LLC,40,Raw,37.0,,,920638842.242101,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_friday.tcpdump,131,,,,
Ether,60,Raw,46,,,,,920638843.0833608,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week1_friday.tcpdump,132,,,,
