layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,layers_4,length_4,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_5,length_5,applications,flow_id,day,week,day_week,time_diff,rate,rolling_rate_byte_sec,rolling_rate_byte_min,rolling_rate_packet_sec,rolling_rate_packet_min,payload_layers,header_length,payload_length
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.325486,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5792,None,0,HTTP,76010.0,monday,1,monday_1,0.0012420415878295,1218960.7939341587,18788.0,18788.0,20.0,20.0,5.0,54.0,1460.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.326689,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5793,None,0,HTTP,76010.0,monday,1,monday_1,0.0012030601501464,1258457.4427269124,20302.0,20302.0,21.0,21.0,5.0,54.0,1460.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.3284948,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,16.0,1773.0,80.0,week1_monday.tcpdump,5794,None,0,HTTP,76010.0,monday,1,monday_1,0.0018056631088256,838473.130784974,20362.0,20362.0,22.0,22.0,4.0,54.0,6.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.3331368,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5795,None,0,HTTP,76010.0,monday,1,monday_1,0.0046420097351074,12925.436055469954,21876.0,21876.0,23.0,23.0,5.0,54.0,1460.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.3343632,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5796,None,0,HTTP,76010.0,monday,1,monday_1,0.0012265443801879,1234362.1840800855,23390.0,23390.0,24.0,24.0,5.0,54.0,1460.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.335632,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5797,None,0,HTTP,76010.0,monday,1,monday_1,0.0012688636779785,1193193.5843667793,24904.0,24904.0,25.0,25.0,5.0,54.0,1460.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.336881,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5798,None,0,HTTP,76010.0,monday,1,monday_1,0.0012489557266235,1212212.705163692,26418.0,26418.0,26.0,26.0,5.0,54.0,1460.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.3381028,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5799,None,0,HTTP,76010.0,monday,1,monday_1,0.0012216567993164,1239300.5964090554,27932.0,27932.0,27.0,27.0,5.0,54.0,1460.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.3387108,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,16.0,1773.0,80.0,week1_monday.tcpdump,5800,None,0,HTTP,76010.0,monday,1,monday_1,0.0006080865859985,2489777.0068614,27992.0,27992.0,28.0,28.0,4.0,54.0,6.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.343338,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5801,None,0,HTTP,76010.0,monday,1,monday_1,0.0046273469924926,12966.39307519901,29506.0,29506.0,29.0,29.0,5.0,54.0,1460.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.34454,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5802,None,0,HTTP,76010.0,monday,1,monday_1,0.0012018680572509,1259705.6647490575,31020.0,31020.0,30.0,30.0,5.0,54.0,1460.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.345801,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5803,None,0,HTTP,76010.0,monday,1,monday_1,0.0012609958648681,1200638.3543202877,32534.0,32534.0,31.0,31.0,5.0,54.0,1460.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.347049,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5804,None,0,HTTP,76010.0,monday,1,monday_1,0.0012480020523071,1213139.0306619543,34048.0,34048.0,32.0,32.0,5.0,54.0,1460.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.348273,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5805,None,0,HTTP,76010.0,monday,1,monday_1,0.0012240409851074,1236886.6879626024,35562.0,35562.0,33.0,33.0,5.0,54.0,1460.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.348898,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,16.0,1773.0,80.0,week1_monday.tcpdump,5806,None,0,HTTP,76010.0,monday,1,monday_1,0.0006250143051147,2422344.556933054,35622.0,35622.0,34.0,34.0,4.0,54.0,6.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.353519,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5807,None,0,HTTP,76010.0,monday,1,monday_1,0.0046209096908569,12984.456311431004,37136.0,37136.0,35.0,35.0,5.0,54.0,1460.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.354722,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5808,None,0,HTTP,76010.0,monday,1,monday_1,0.0012030601501464,1258457.4427269124,38650.0,38650.0,36.0,36.0,5.0,54.0,1460.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.355996,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5809,None,0,HTTP,76010.0,monday,1,monday_1,0.0012741088867187,1188281.48502994,40164.0,40164.0,37.0,37.0,5.0,54.0,1460.0
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,Raw,1460.0,920294090.357227,1514,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5810,None,0,HTTP,76010.0,monday,1,monday_1,0.0012308359146118,1230058.3546731237,41678.0,41678.0,38.0,38.0,5.0,54.0,1460.0
Ether,796,IP,782,TCP,762.0,HTTP,742.0,Raw,742.0,920294090.357876,796,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,24.0,80.0,1773.0,week1_monday.tcpdump,5811,None,0,HTTP,76010.0,monday,1,monday_1,0.0006489753723144,2332908.2498163115,42474.0,42474.0,39.0,39.0,5.0,54.0,742.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.357957,60,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,17.0,80.0,1773.0,week1_monday.tcpdump,5812,None,0,HTTP,76010.0,monday,1,monday_1,8.106231689453125e-05,9819605.835294118,42534.0,42534.0,40.0,40.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.359886,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,16.0,1773.0,80.0,week1_monday.tcpdump,5813,None,0,HTTP,76010.0,monday,1,monday_1,0.0019289255142211,31105.40016068228,42594.0,42594.0,41.0,41.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.359992,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,16.0,1773.0,80.0,week1_monday.tcpdump,5814,None,0,HTTP,76010.0,monday,1,monday_1,0.0001060962677001,565524.1348314607,42654.0,42654.0,42.0,42.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.360563,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,17.0,1773.0,80.0,week1_monday.tcpdump,5815,None,0,HTTP,76010.0,monday,1,monday_1,0.0005710124969482,105076.50939457204,42714.0,42714.0,43.0,43.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.365464,60,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1773.0,week1_monday.tcpdump,5816,None,0,HTTP,76010.0,monday,1,monday_1,0.0049010515213012,12242.270814584195,42774.0,42774.0,44.0,44.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294090.782036,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,2.0,1774.0,80.0,week1_monday.tcpdump,5819,None,0,HTTP,76011.0,monday,1,monday_1,0.4165718555450439,144.03277418128934,42834.0,42834.0,45.0,45.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294090.786584,60,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,18.0,80.0,1774.0,week1_monday.tcpdump,5820,None,0,HTTP,76011.0,monday,1,monday_1,0.0045480728149414,13192.400922625287,42894.0,42894.0,46.0,46.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.787244,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,16.0,1774.0,80.0,week1_monday.tcpdump,5821,None,0,HTTP,76011.0,monday,1,monday_1,0.0006599426269531,90916.99421965318,42954.0,42954.0,47.0,47.0,4.0,54.0,6.0
Ether,258,IP,244,TCP,224.0,HTTP,204.0,HTTPRequest,204.0,920294090.787917,258,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,24.0,1774.0,80.0,week1_monday.tcpdump,5822,None,0,HTTP,76011.0,monday,1,monday_1,0.0006730556488037,89145.67481402763,43212.0,43212.0,48.0,48.0,5.0,54.0,204.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.8046212,60,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1774.0,week1_monday.tcpdump,5823,None,0,HTTP,76011.0,monday,1,monday_1,0.0167043209075927,15445.105576409802,43272.0,43272.0,49.0,49.0,4.0,54.0,6.0
Ether,842,IP,828,TCP,808.0,HTTP,788.0,HTTPResponse,788.0,920294090.806159,842,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,24.0,80.0,1774.0,week1_monday.tcpdump,5824,None,0,HTTP,76011.0,monday,1,monday_1,0.0015376806259155,39019.80618652609,44114.0,44114.0,50.0,50.0,5.0,54.0,788.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.8062732,60,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,17.0,80.0,1774.0,week1_monday.tcpdump,5825,None,0,HTTP,76011.0,monday,1,monday_1,0.0001142024993896,7372868.4091858035,44174.0,44174.0,51.0,51.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.8074788,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,16.0,1774.0,80.0,week1_monday.tcpdump,5826,None,0,HTTP,76011.0,monday,1,monday_1,0.0012054443359375,49774.17721518988,44234.0,44234.0,52.0,52.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.8084552,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,17.0,1774.0,80.0,week1_monday.tcpdump,5827,None,0,HTTP,76011.0,monday,1,monday_1,0.0009765625,61440.0,44294.0,44294.0,53.0,53.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294090.810778,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,2.0,1775.0,80.0,week1_monday.tcpdump,5828,None,0,HTTP,76012.0,monday,1,monday_1,0.0023226737976074,25832.297269554507,44354.0,44354.0,54.0,54.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.8122132,60,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1774.0,week1_monday.tcpdump,5829,None,0,HTTP,76011.0,monday,1,monday_1,0.0014353990554809,41800.22257287601,44414.0,44414.0,55.0,55.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294090.814493,60,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,18.0,80.0,1775.0,week1_monday.tcpdump,5830,None,0,HTTP,76012.0,monday,1,monday_1,0.0022796392440795,26319.953982115778,44474.0,44474.0,56.0,56.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.815138,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,16.0,1775.0,80.0,week1_monday.tcpdump,5831,None,0,HTTP,76012.0,monday,1,monday_1,0.0006451606750488,93000.08869179602,44534.0,44534.0,57.0,57.0,4.0,54.0,6.0
Ether,259,IP,245,TCP,225.0,HTTP,205.0,HTTPRequest,205.0,920294090.81575,259,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,24.0,1775.0,80.0,week1_monday.tcpdump,5832,None,0,HTTP,76012.0,monday,1,monday_1,0.0006119012832641,98055.03214494447,44793.0,44793.0,58.0,58.0,5.0,54.0,205.0
Ether,1078,IP,1064,TCP,1044.0,HTTP,1024.0,HTTPResponse,1024.0,920294090.8338368,1078,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,24.0,80.0,1775.0,week1_monday.tcpdump,5833,None,0,HTTP,76012.0,monday,1,monday_1,0.0180866718292236,14319.936937293209,45871.0,45871.0,59.0,59.0,5.0,54.0,1024.0
Ether,738,IP,724,TCP,704.0,HTTP,684.0,Raw,684.0,920294090.834404,738,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,24.0,80.0,1775.0,week1_monday.tcpdump,5834,None,0,HTTP,76012.0,monday,1,monday_1,0.0005671977996826,1900571.5477091211,46609.0,46609.0,60.0,60.0,5.0,54.0,684.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.834491,60,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,17.0,80.0,1775.0,week1_monday.tcpdump,5835,None,0,HTTP,76012.0,monday,1,monday_1,8.71419906616211e-05,8468936.66757866,46669.0,46669.0,61.0,61.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.8359152,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,16.0,1775.0,80.0,week1_monday.tcpdump,5836,None,0,HTTP,76012.0,monday,1,monday_1,0.0014241933822631,42129.11023687956,46729.0,46729.0,62.0,62.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.836691,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,17.0,1775.0,80.0,week1_monday.tcpdump,5837,None,0,HTTP,76012.0,monday,1,monday_1,0.0007758140563964,77338.1192378611,46789.0,46789.0,63.0,63.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294090.838985,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,2.0,1776.0,80.0,week1_monday.tcpdump,5838,None,0,HTTP,76013.0,monday,1,monday_1,0.0022939443588256,26155.82185729876,46849.0,46849.0,64.0,64.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.840653,60,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,16.0,80.0,1775.0,week1_monday.tcpdump,5839,None,0,HTTP,76012.0,monday,1,monday_1,0.0016679763793945,35971.73241852487,46909.0,46909.0,65.0,65.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920294090.842946,60,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,18.0,80.0,1776.0,week1_monday.tcpdump,5840,None,0,HTTP,76013.0,monday,1,monday_1,0.0022931098937988,26165.339987523395,46969.0,46969.0,66.0,66.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.8435788,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,16.0,1776.0,80.0,week1_monday.tcpdump,5841,None,0,HTTP,76013.0,monday,1,monday_1,0.0006326436996459,94840.113058225,47029.0,47029.0,67.0,67.0,4.0,54.0,6.0
Ether,258,IP,244,TCP,224.0,HTTP,204.0,HTTPRequest,204.0,920294090.844152,258,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,24.0,1776.0,80.0,week1_monday.tcpdump,5842,None,0,HTTP,76013.0,monday,1,monday_1,0.0005732774734497,104661.35995009358,47287.0,47287.0,68.0,68.0,5.0,54.0,204.0
Ether,911,IP,897,TCP,877.0,HTTP,857.0,HTTPResponse,857.0,920294090.861982,911,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,24.0,80.0,1776.0,week1_monday.tcpdump,5843,None,0,HTTP,76013.0,monday,1,monday_1,0.0178300142288208,14469.982844038535,48198.0,48198.0,69.0,69.0,5.0,54.0,857.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.8620732,60,00:60:97:de:54:36,00:10:7b:38:46:32,209.67.29.11,172.16.116.201,17.0,80.0,1776.0,week1_monday.tcpdump,5844,None,0,HTTP,76013.0,monday,1,monday_1,9.119510650634766e-05,9989571.095424837,48258.0,48258.0,70.0,70.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.863389,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,16.0,1776.0,80.0,week1_monday.tcpdump,5845,None,0,HTTP,76013.0,monday,1,monday_1,0.0013158321380615,45598.52147128103,48318.0,48318.0,71.0,71.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920294090.864406,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.116.201,209.67.29.11,17.0,1776.0,80.0,week1_monday.tcpdump,5846,None,0,HTTP,76013.0,monday,1,monday_1,0.0010170936584472,58991.61744022503,48378.0,48378.0,72.0,72.0,4.0,54.0,6.0
