layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,layers_4,length_4,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_5,length_5,applications,flow_id,day,week,day_week,time_diff,rate,rolling_rate_byte_sec,rolling_rate_byte_min,rolling_rate_packet_sec,rolling_rate_packet_min,payload_layers,header_length,payload_length
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293241.020056,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.114.207,17.0,25.0,1024.0,week1_monday.tcpdump,86,None,0,SMTP,49495.0,monday,1,monday_1,0.000573992729187,135890.2230529595,680.0,3016.0,6.0,22.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293241.0207132,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,195.73.151.50,16.0,1024.0,25.0,week1_monday.tcpdump,87,None,0,SMTP,49495.0,monday,1,monday_1,0.000657320022583,91279.73884657236,740.0,3076.0,7.0,23.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293241.026281,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,195.73.151.50,17.0,1024.0,25.0,week1_monday.tcpdump,88,None,0,SMTP,49495.0,monday,1,monday_1,0.0055676698684692,10776.501017021732,800.0,3136.0,8.0,24.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293241.026503,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.114.207,16.0,25.0,1024.0,week1_monday.tcpdump,89,None,0,SMTP,49495.0,monday,1,monday_1,0.0002219676971435,270309.6025778733,860.0,3196.0,9.0,25.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920293241.254533,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,196.227.33.189,2.0,1026.0,25.0,week1_monday.tcpdump,92,None,0,SMTP,49878.0,monday,1,monday_1,0.2280300855636596,263.12317452185346,920.0,3256.0,10.0,26.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920293241.254833,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.227.33.189,172.16.114.207,18.0,25.0,1026.0,week1_monday.tcpdump,93,None,0,SMTP,49878.0,monday,1,monday_1,0.0002999305725097,200046.2957074722,980.0,3316.0,11.0,27.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293241.255604,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,196.227.33.189,16.0,1026.0,25.0,week1_monday.tcpdump,94,None,0,SMTP,49878.0,monday,1,monday_1,0.0007709264755249,77828.43358589764,1040.0,3376.0,12.0,28.0,4.0,54.0,6.0
Ether,136,IP,122,TCP,102.0,SMTPResponse,82.0,None,0.0,920293242.043267,136,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.227.33.189,172.16.114.207,24.0,25.0,1026.0,week1_monday.tcpdump,97,None,0,SMTP,49878.0,monday,1,monday_1,0.7876631021499634,76.17469935588856,136.0,3512.0,1.0,29.0,4.0,54.0,82.0
Ether,80,IP,66,TCP,46.0,SMTPRequest,26.0,None,0.0,920293242.04566,80,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,196.227.33.189,24.0,1026.0,25.0,week1_monday.tcpdump,98,None,0,SMTP,49878.0,monday,1,monday_1,0.0023930072784423,56832.25505629173,216.0,3592.0,2.0,30.0,4.0,54.0,26.0
Ether,80,IP,66,TCP,46.0,SMTPResponse,26.0,None,0.0,920293242.046031,80,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.227.33.189,172.16.114.207,24.0,25.0,1026.0,week1_monday.tcpdump,99,None,0,SMTP,49878.0,monday,1,monday_1,0.000370979309082,215645.4498714653,296.0,3672.0,3.0,31.0,4.0,54.0,26.0
Ether,80,IP,66,TCP,46.0,SMTPRequest,26.0,None,0.0,920293242.046864,80,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,196.227.33.189,24.0,1026.0,25.0,week1_monday.tcpdump,100,None,0,SMTP,49878.0,monday,1,monday_1,0.0008330345153808,96034.43617630225,376.0,3752.0,4.0,32.0,4.0,54.0,26.0
Ether,102,IP,88,TCP,68.0,SMTPResponse,48.0,None,0.0,920293242.047108,102,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.227.33.189,172.16.114.207,24.0,25.0,1026.0,week1_monday.tcpdump,101,None,0,SMTP,49878.0,monday,1,monday_1,0.0002440214157104,327840.0781631656,478.0,3854.0,5.0,33.0,4.0,54.0,48.0
Ether,95,IP,81,TCP,61.0,SMTPRequest,41.0,None,0.0,920293242.047941,95,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,196.227.33.189,24.0,1026.0,25.0,week1_monday.tcpdump,102,None,0,SMTP,49878.0,monday,1,monday_1,0.0008329153060913,122461.4306569343,573.0,3949.0,6.0,34.0,4.0,54.0,41.0
Ether,102,IP,88,TCP,68.0,SMTPResponse,48.0,None,0.0,920293242.048192,102,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.227.33.189,172.16.114.207,24.0,25.0,1026.0,week1_monday.tcpdump,103,None,0,SMTP,49878.0,monday,1,monday_1,0.0002510547637939,378403.4947768281,675.0,4051.0,7.0,35.0,4.0,54.0,48.0
Ether,90,IP,76,TCP,56.0,SMTPRequest,36.0,None,0.0,920293242.0490848,90,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,196.227.33.189,24.0,1026.0,25.0,week1_monday.tcpdump,104,None,0,SMTP,49878.0,monday,1,monday_1,0.0008927583694458,114252.63933769528,765.0,4141.0,8.0,36.0,4.0,54.0,36.0
Ether,89,IP,75,TCP,55.0,SMTPResponse,35.0,None,0.0,920293242.0493188,89,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.227.33.189,172.16.114.207,24.0,25.0,1026.0,week1_monday.tcpdump,105,None,0,SMTP,49878.0,monday,1,monday_1,0.0002340078353881,384602.5063678044,854.0,4230.0,9.0,37.0,4.0,54.0,35.0
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,None,0.0,920293242.050107,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,196.227.33.189,24.0,1026.0,25.0,week1_monday.tcpdump,106,None,0,SMTP,49878.0,monday,1,monday_1,0.0007882118225097,112913.81004234724,914.0,4290.0,10.0,38.0,4.0,54.0,6.0
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,None,0.0,920293242.0511768,104,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.227.33.189,172.16.114.207,24.0,25.0,1026.0,week1_monday.tcpdump,107,None,0,SMTP,49878.0,monday,1,monday_1,0.0010697841644287,56086.07978604858,1018.0,4394.0,11.0,39.0,4.0,54.0,50.0
Ether,1078,IP,1064,TCP,1044.0,SMTPRequest,1024.0,None,0.0,920293242.05364,1078,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,196.227.33.189,24.0,1026.0,25.0,week1_monday.tcpdump,108,None,0,SMTP,49878.0,monday,1,monday_1,0.0024632215499877,42221.13110390553,2096.0,5472.0,12.0,40.0,4.0,54.0,1024.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293242.0658368,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.227.33.189,172.16.114.207,16.0,25.0,1026.0,week1_monday.tcpdump,109,None,0,SMTP,49878.0,monday,1,monday_1,0.012196660041809,88384.85259937642,2156.0,5532.0,13.0,41.0,4.0,54.0,6.0
Ether,349,IP,335,TCP,315.0,SMTPRequest,295.0,None,0.0,920293242.066927,349,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,196.227.33.189,24.0,1026.0,25.0,week1_monday.tcpdump,110,None,0,SMTP,49878.0,monday,1,monday_1,0.0010902881622314,55031.32298272469,2505.0,5881.0,14.0,42.0,4.0,54.0,295.0
Ether,73,IP,59,TCP,39.0,SMTPResponse,19.0,None,0.0,920293242.070051,73,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.227.33.189,172.16.114.207,24.0,25.0,1026.0,week1_monday.tcpdump,111,None,0,SMTP,49878.0,monday,1,monday_1,0.0031239986419677,111715.79760360224,2578.0,5954.0,15.0,43.0,4.0,54.0,19.0
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,None,0.0,920293242.0707812,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,196.227.33.189,24.0,1026.0,25.0,week1_monday.tcpdump,112,None,0,SMTP,49878.0,monday,1,monday_1,0.000730276107788,99962.19131570356,2638.0,6014.0,16.0,44.0,4.0,54.0,6.0
Ether,78,IP,64,TCP,44.0,SMTPResponse,24.0,None,0.0,920293242.071017,78,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.227.33.189,172.16.114.207,24.0,25.0,1026.0,week1_monday.tcpdump,113,None,0,SMTP,49878.0,monday,1,monday_1,0.0002357959747314,254457.26996966632,2716.0,6092.0,17.0,45.0,4.0,54.0,24.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293242.071582,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.227.33.189,172.16.114.207,17.0,25.0,1026.0,week1_monday.tcpdump,114,None,0,SMTP,49878.0,monday,1,monday_1,0.0005650520324707,138040.3848101266,2776.0,6152.0,18.0,46.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293242.072249,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,196.227.33.189,16.0,1026.0,25.0,week1_monday.tcpdump,115,None,0,SMTP,49878.0,monday,1,monday_1,0.0006669759750366,89958.26273458445,2836.0,6212.0,19.0,47.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293242.078796,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,196.227.33.189,17.0,1026.0,25.0,week1_monday.tcpdump,116,None,0,SMTP,49878.0,monday,1,monday_1,0.0065470933914184,9164.37209810455,2896.0,6272.0,20.0,48.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293242.0789652,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.227.33.189,172.16.114.207,16.0,25.0,1026.0,week1_monday.tcpdump,117,None,0,SMTP,49878.0,monday,1,monday_1,0.000169038772583,354948.1523272214,2956.0,6332.0,21.0,49.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920293242.0814712,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,197.218.177.69,2.0,1027.0,25.0,week1_monday.tcpdump,118,None,0,SMTP,51539.0,monday,1,monday_1,0.002506136894226,23941.230081339487,3016.0,6392.0,22.0,50.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920293242.0817312,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.114.207,18.0,25.0,1027.0,week1_monday.tcpdump,119,None,0,SMTP,51539.0,monday,1,monday_1,0.0002598762512207,230879.11926605503,3076.0,6452.0,23.0,51.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293242.082526,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.207,197.218.177.69,16.0,1027.0,25.0,week1_monday.tcpdump,120,None,0,SMTP,51539.0,monday,1,monday_1,0.000794768333435,75493.69731513424,3136.0,6512.0,24.0,52.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920293242.856378,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,2.0,1026.0,25.0,week1_monday.tcpdump,123,None,0,SMTP,50065.0,monday,1,monday_1,0.7738519906997681,77.53420643881013,3196.0,6572.0,25.0,53.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,2.0,None,0.0,920293242.86103,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,18.0,25.0,1026.0,week1_monday.tcpdump,124,None,0,SMTP,50065.0,monday,1,monday_1,0.0046521425247192,12897.283279948751,3256.0,6632.0,26.0,54.0,4.0,58.0,2.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293242.8612947,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,16.0,1026.0,25.0,week1_monday.tcpdump,125,None,0,SMTP,50065.0,monday,1,monday_1,0.0002646446228027,226719.13513513515,3316.0,6692.0,27.0,55.0,4.0,54.0,6.0
Ether,86,IP,72,TCP,52.0,SMTPResponse,32.0,None,0.0,920293242.89002,86,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1026.0,week1_monday.tcpdump,128,None,0,SMTP,50065.0,monday,1,monday_1,0.0287251472473144,2088.7621387427166,3402.0,6778.0,28.0,56.0,4.0,54.0,32.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293242.905836,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,16.0,1026.0,25.0,week1_monday.tcpdump,129,None,0,SMTP,50065.0,monday,1,monday_1,0.0158160924911499,5437.499815338232,3462.0,6838.0,29.0,57.0,4.0,54.0,6.0
Ether,79,IP,65,TCP,45.0,SMTPRequest,25.0,None,0.0,920293242.9264928,79,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,24.0,1026.0,25.0,week1_monday.tcpdump,130,None,0,SMTP,50065.0,monday,1,monday_1,0.0206568241119384,2904.609134243603,3541.0,6917.0,30.0,58.0,4.0,54.0,25.0
Ether,60,IP,46,TCP,26.0,SMTPResponse,6.0,None,0.0,920293242.9273368,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1026.0,week1_monday.tcpdump,131,None,0,SMTP,50065.0,monday,1,monday_1,0.0008438825607299,93614.9218816217,3601.0,6977.0,31.0,59.0,4.0,54.0,6.0
Ether,79,IP,65,TCP,45.0,SMTPRequest,25.0,None,0.0,920293242.931241,79,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,24.0,1026.0,25.0,week1_monday.tcpdump,132,None,0,SMTP,50065.0,monday,1,monday_1,0.0039043426513671,15367.503663898387,3680.0,7056.0,32.0,60.0,4.0,54.0,25.0
Ether,63,IP,49,TCP,29.0,SMTPResponse,9.0,None,0.0,920293242.957728,63,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1026.0,week1_monday.tcpdump,133,None,0,SMTP,50065.0,monday,1,monday_1,0.0264868736267089,2982.609465857742,3743.0,7119.0,33.0,61.0,4.0,54.0,9.0
Ether,91,IP,77,TCP,57.0,SMTPRequest,37.0,None,0.0,920293242.958054,91,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,24.0,1026.0,25.0,week1_monday.tcpdump,134,None,0,SMTP,50065.0,monday,1,monday_1,0.0003260374069213,193229.36160877516,3834.0,7210.0,34.0,62.0,4.0,54.0,37.0
Ether,96,IP,82,TCP,62.0,SMTPResponse,42.0,None,0.0,920293242.958959,96,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1026.0,week1_monday.tcpdump,135,None,0,SMTP,50065.0,monday,1,monday_1,0.0009050369262695,100548.38356164384,3930.0,7306.0,35.0,63.0,4.0,54.0,42.0
Ether,90,IP,76,TCP,56.0,SMTPRequest,36.0,None,0.0,920293242.9593072,90,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,24.0,1026.0,25.0,week1_monday.tcpdump,136,None,0,SMTP,50065.0,monday,1,monday_1,0.0003482103347778,275695.43580965424,4020.0,7396.0,36.0,64.0,4.0,54.0,36.0
Ether,98,IP,84,TCP,64.0,SMTPResponse,44.0,None,0.0,920293242.960172,98,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1026.0,week1_monday.tcpdump,137,None,0,SMTP,50065.0,monday,1,monday_1,0.0008648633956909,104062.67677463818,4118.0,7494.0,37.0,65.0,4.0,54.0,44.0
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,None,0.0,920293242.960478,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,24.0,1026.0,25.0,week1_monday.tcpdump,138,None,0,SMTP,50065.0,monday,1,monday_1,0.0003058910369873,320375.51987529226,4178.0,7554.0,38.0,66.0,4.0,54.0,6.0
Ether,94,IP,80,TCP,60.0,SMTPResponse,40.0,None,0.0,920293243.001591,94,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1026.0,week1_monday.tcpdump,143,None,0,SMTP,50065.0,monday,1,monday_1,0.0411130189895629,1459.391732220679,94.0,7648.0,1.0,67.0,4.0,54.0,40.0
Ether,551,IP,537,TCP,517.0,SMTPRequest,497.0,None,0.0,920293243.00229,551,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,24.0,1026.0,25.0,week1_monday.tcpdump,144,None,0,SMTP,50065.0,monday,1,monday_1,0.0006990432739257,134469.50068212824,645.0,8199.0,2.0,68.0,4.0,54.0,497.0
Ether,87,IP,73,TCP,53.0,SMTPResponse,33.0,None,0.0,920293243.005114,87,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1026.0,week1_monday.tcpdump,145,None,0,SMTP,50065.0,monday,1,monday_1,0.002824068069458,195108.6115660616,732.0,8286.0,3.0,69.0,4.0,54.0,33.0
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,None,0.0,920293243.005351,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,24.0,1026.0,25.0,week1_monday.tcpdump,146,None,0,SMTP,50065.0,monday,1,monday_1,0.0002368688583374,367291.8449924509,792.0,8346.0,4.0,70.0,4.0,54.0,6.0
Ether,109,IP,95,TCP,75.0,SMTPResponse,55.0,None,0.0,920293243.007024,109,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,24.0,25.0,1026.0,week1_monday.tcpdump,147,None,0,SMTP,50065.0,monday,1,monday_1,0.0016731023788452,35861.52333452084,901.0,8455.0,5.0,71.0,4.0,54.0,55.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293243.009051,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,196.37.75.158,172.16.112.100,17.0,1026.0,25.0,week1_monday.tcpdump,148,None,0,SMTP,50065.0,monday,1,monday_1,0.0020269155502319,53776.29077221667,961.0,8515.0,6.0,72.0,4.0,54.0,6.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,None,0.0,920293243.009866,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.100,196.37.75.158,16.0,25.0,1026.0,week1_monday.tcpdump,149,None,0,SMTP,50065.0,monday,1,monday_1,0.0008150339126586,73616.56867046951,1021.0,8575.0,7.0,73.0,4.0,54.0,6.0
